0.0,112626
0.01,1125387
0.02,959959
0.03,735263
0.04,586622
0.05,482247
0.06,405553
0.07,345741
0.08,299315
0.09,260217
0.1,229349
0.11,202888
0.12,179776
0.13,161715
0.14,144848
0.15,130191
0.16,116734
0.17,106754
0.18,96516
0.19,88919
0.2,80730
0.21,74093
0.22,68338
0.23,62621
0.24,57903
0.25,53108
0.26,49720
0.27,45677
0.28,43162
0.29,40455
0.3,36656
0.31,34528
0.32,32535
0.33,30492
0.34,28551
0.35,27113
0.36,25344
0.37,23627
0.38,22266
0.39,20976
0.4,19184
0.41,18753
0.42,17632
0.43,16712
0.44,16325
0.45,15315
0.46,14290
0.47,13574
0.48,12653
0.49,12060
0.5,11753
0.51,11458
0.52,10542
0.53,9769
0.54,9549
0.55,8646
0.56,8170
0.57,7385
0.58,7050
0.59,7777
0.6,7308
0.61,7548
0.62,7454
0.63,7165
0.64,6448
0.65,6636
0.66,6627
0.67,6264
0.68,6578
0.69,6635
0.7,6265
0.71,5498
0.72,5056
0.73,4070
0.74,3738
0.75,3060
0.76,2967
0.77,2644
0.78,2623
0.79,2546
0.8,2438
0.81,2275
0.82,2110
0.83,2044
0.84,2034
0.85,2128
0.86,1989
0.87,1817
0.88,2070
0.89,1783
0.9,1786
0.91,1423
0.92,1369
0.93,1319
0.94,1250
0.95,1212
0.96,908
0.97,952
0.98,669
0.99,397
1.0,37389
