0.0,194858376
0.25,1244936
0.5,176818
0.75,36065
1.0,144199
0.37,447465
0.74,37482
0.99,418
0.41,336917
0.57,108415
0.82,22523
0.01,516203495
0.02,212091514
0.04,65748618
0.08,17214907
0.16,3686649
0.32,659073
0.64,68822
0.89,11828
0.03,108981294
0.06,30771312
0.12,7147407
0.24,1378220
0.48,201352
0.71,49550
0.96,2446
0.27,1014688
0.54,133241
0.79,29219
0.43,287678
0.61,81036
0.86,13876
0.17,3191070
0.34,560913
0.68,56404
0.93,5147
0.19,2449487
0.38,414603
0.51,162784
0.76,33387
0.29,853726
0.58,97688
0.83,20681
0.45,252833
0.65,66554
0.9,8045
0.09,13423932
0.18,2786334
0.36,482350
0.72,46520
0.97,1664
0.05,43611776
0.1,10697751
0.2,2157662
0.4,362041
0.55,122012
0.8,26474
0.31,718440
0.62,75960
0.87,14116
0.47,217250
0.69,54613
0.94,4601
0.13,5963099
0.26,1123070
0.52,152739
0.77,31299
0.21,1915003
0.42,311517
0.59,90804
0.84,17332
0.33,605955
0.66,61279
0.91,7358
0.49,187525
0.73,40970
0.98,1114
0.07,22646397
0.14,5033172
0.28,932343
0.56,113937
0.81,24605
0.11,8674792
0.22,1706837
0.44,270123
0.63,77940
0.88,11696
0.35,519997
0.7,49862
0.95,3760
0.39,384818
0.53,141452
0.78,30148
0.15,4290767
0.3,779580
0.6,87592
0.85,16654
0.23,1529305
0.46,234180
0.67,58906
0.92,6116
