0.0,53067539
0.25,817002
0.5,124959
0.75,30950
1.0,129830
0.03,58884448
0.06,17817611
0.12,4419816
0.24,901345
0.48,141557
0.71,42212
0.96,2649
0.23,999172
0.46,161807
0.67,51191
0.92,5692
0.11,5329539
0.22,1107468
0.44,184766
0.63,58077
0.88,9808
0.21,1237755
0.42,211016
0.59,72744
0.84,13343
0.05,24816363
0.1,6512051
0.2,1385973
0.4,242876
0.55,91536
0.8,20438
0.19,1564244
0.38,279016
0.51,117085
0.76,27440
0.09,8099423
0.18,1772948
0.36,326216
0.72,41809
0.97,2061
0.17,2023032
0.34,377159
0.68,49580
0.93,5711
0.01,208295745
0.02,107111556
0.04,36658894
0.08,10264820
0.16,2322303
0.32,442203
0.64,57251
0.89,7846
0.15,2692332
0.3,521672
0.6,68701
0.85,12253
0.07,13314870
0.14,3142868
0.28,616863
0.56,85665
0.81,17029
0.13,3707085
0.26,743410
0.52,109757
0.77,24611
0.49,134926
0.73,36808
0.98,1444
0.47,152238
0.69,47533
0.94,3981
0.45,177205
0.65,55190
0.9,7233
0.43,197863
0.61,64907
0.86,11022
0.41,226601
0.57,81341
0.82,16822
0.39,259426
0.53,103221
0.78,23272
0.37,300514
0.74,32650
0.99,539
0.35,350162
0.7,44638
0.95,3560
0.33,410234
0.66,53491
0.91,7352
0.31,479177
0.62,60617
0.87,9092
0.29,567806
0.58,75602
0.83,14566
0.27,675678
0.54,97517
0.79,21115
