0.0,12513918
0.05,11917647
0.07,6731043
0.1,3483130
0.13,2066755
0.14,1772140
0.19,912305
0.2,812930
0.25,486401
0.26,442691
0.27,404704
0.28,372563
0.38,175111
0.39,164450
0.4,155432
0.5,84851
0.51,78500
0.52,73417
0.53,69021
0.54,65420
0.55,61302
0.56,57740
0.75,19017
0.76,16522
0.77,15478
0.78,14712
0.79,13577
0.8,12117
0.81,11171
1.0,113451
0.03,25649968
0.06,8793543
0.09,4256573
0.12,2435264
0.18,1027183
0.24,535344
0.35,215630
0.36,201613
0.37,186111
0.47,99353
0.48,93613
0.49,86067
0.69,32855
0.7,29849
0.71,27264
0.72,24137
0.73,23423
0.74,21096
0.94,3498
0.95,3288
0.96,2594
0.97,2159
0.98,1308
0.99,651
0.01,65704226
0.02,41806306
0.04,16937867
0.08,5297387
0.11,2896813
0.15,1533248
0.16,1329679
0.17,1168671
0.21,728036
0.22,654308
0.23,589434
0.29,342971
0.3,312861
0.31,289512
0.32,268420
0.33,250814
0.34,233873
0.41,146279
0.42,136069
0.43,127681
0.44,119605
0.45,112625
0.46,107235
0.57,53798
0.58,50710
0.59,48710
0.6,45684
0.61,43904
0.62,40080
0.63,39738
0.64,37093
0.65,36465
0.66,35320
0.67,33810
0.68,34089
0.82,10345
0.83,9891
0.84,8807
0.85,8303
0.86,7557
0.87,7239
0.88,6934
0.89,6817
0.9,6135
0.91,5319
0.92,4535
0.93,3959
