1,18415
2,23222
3,18698
4,15140
5,12706
6,10902
7,9639
8,9025
9,8775
10,8662
11,8992
12,9046
13,9333
14,9534
15,10002
16,10132
17,10724
18,11057
19,11372
20,11430
21,11585
22,11464
23,11698
24,11416
25,11156
26,11145
27,10749
28,10305
29,9911
30,9653
31,9221
32,8786
33,8387
34,7813
35,7471
36,6912
37,6424
38,5946
39,5619
40,5117
41,4815
42,4467
43,4029
44,3757
45,3454
46,3185
47,2826
48,2565
49,2413
50,2162
51,2020
52,1737
53,1621
54,1483
55,1416
56,1317
57,1201
58,1093
59,1020
60,963
61,953
62,798
63,827
64,733
65,640
66,623
67,630
68,575
69,558
70,538
71,494
72,493
73,431
74,485
75,414
76,395
77,408
78,381
79,338
80,15189
