1,39204
2,31259
3,25999
4,24353
5,24487
6,24448
7,23919
8,23711
9,22771
10,22077
11,20548
12,18967
13,17266
14,15690
15,13910
16,12263
17,10920
18,9526
19,8209
20,6908
21,6091
22,5135
23,4466
24,3951
25,3359
26,2950
27,2622
28,2200
29,1895
30,1735
31,1578
32,1386
33,1333
34,1157
35,1008
36,946
37,870
38,785
39,761
40,761
41,632
42,597
43,590
44,580
45,581
46,533
47,486
48,468
49,446
50,420
51,443
52,392
53,407
54,389
55,369
56,390
57,358
58,374
59,365
60,337
61,366
62,310
63,307
64,279
65,319
66,305
67,294
68,275
69,251
70,269
71,265
72,238
73,249
74,213
75,245
76,233
77,230
78,220
79,210
80,7880
