1,75325
2,59890
3,49002
4,39965
5,31909
6,25443
7,20137
8,15550
9,12262
10,9446
11,7519
12,5991
13,4883
14,3939
15,3377
16,2796
17,2276
18,2191
19,1797
20,1518
21,1318
22,1180
23,1075
24,965
25,853
26,706
27,664
28,685
29,550
30,542
31,466
32,442
33,375
34,431
35,347
36,340
37,303
38,278
39,314
40,276
41,266
42,248
43,248
44,221
45,208
46,215
47,137
48,179
49,166
50,156
51,134
52,120
53,143
54,132
55,108
56,109
57,113
58,86
59,104
60,90
61,86
62,81
63,66
64,66
65,79
66,54
67,59
68,45
69,53
70,53
71,53
72,57
73,54
74,63
75,52
76,37
77,36
78,37
79,37
80,1039
