1,27586
2,26422
3,19894
4,16474
5,14785
6,14274
7,14063
8,14229
9,14883
10,15341
11,15495
12,15961
13,16152
14,16040
15,15966
16,15708
17,15426
18,14963
19,13856
20,13069
21,12437
22,11293
23,10647
24,9806
25,9097
26,8216
27,7312
28,6605
29,5956
30,5468
31,4796
32,4362
33,3708
34,3372
35,3016
36,2798
37,2410
38,2140
39,1897
40,1700
41,1560
42,1462
43,1272
44,1220
45,1104
46,979
47,896
48,787
49,796
50,709
51,643
52,651
53,607
54,575
55,558
56,532
57,537
58,485
59,455
60,444
61,449
62,443
63,419
64,396
65,371
66,344
67,347
68,354
69,354
70,344
71,312
72,312
73,351
74,284
75,277
76,318
77,275
78,280
79,272
80,12088
