1,59337
2,48035
3,42679
4,38744
5,34801
6,30860
7,26142
8,21866
9,18397
10,14923
11,12311
12,10018
13,8098
14,6669
15,5495
16,4466
17,3762
18,3220
19,2801
20,2303
21,2117
22,1827
23,1690
24,1460
25,1248
26,1162
27,1106
28,953
29,869
30,850
31,788
32,726
33,662
34,595
35,580
36,517
37,479
38,454
39,424
40,438
41,423
42,345
43,372
44,350
45,362
46,313
47,293
48,276
49,267
50,251
51,260
52,255
53,247
54,210
55,200
56,222
57,200
58,219
59,180
60,177
61,182
62,171
63,164
64,162
65,129
66,134
67,139
68,119
69,126
70,119
71,106
72,115
73,111
74,88
75,90
76,105
77,74
78,66
79,80
80,2374
