1,33161
2,27594
3,21817
4,19228
5,18283
6,18226
7,18615
8,18852
9,19244
10,19435
11,19073
12,18772
13,18388
14,17448
15,17032
16,15368
17,14162
18,13034
19,11949
20,10545
21,9800
22,8685
23,7723
24,6747
25,5905
26,5144
27,4562
28,4163
29,3562
30,3174
31,2709
32,2455
33,2170
34,1810
35,1805
36,1548
37,1344
38,1242
39,1148
40,1037
41,991
42,849
43,787
44,713
45,705
46,638
47,642
48,592
49,564
50,535
51,538
52,478
53,444
54,466
55,427
56,462
57,406
58,415
59,385
60,377
61,363
62,362
63,374
64,328
65,351
66,326
67,314
68,344
69,324
70,313
71,271
72,280
73,293
74,269
75,280
76,253
77,268
78,266
79,254
80,10365
