1,70051
2,56463
3,47693
4,40707
5,33543
6,27556
7,22052
8,17452
9,14008
10,10972
11,8837
12,7068
13,5643
14,4605
15,3884
16,3292
17,2679
18,2367
19,2033
20,1834
21,1531
22,1344
23,1286
24,1109
25,986
26,828
27,816
28,752
29,667
30,645
31,516
32,546
33,501
34,420
35,430
36,370
37,367
38,325
39,332
40,333
41,266
42,278
43,284
44,261
45,252
46,233
47,231
48,203
49,215
50,186
51,192
52,167
53,161
54,152
55,132
56,133
57,127
58,131
59,117
60,122
61,110
62,99
63,92
64,118
65,82
66,84
67,77
68,81
69,65
70,63
71,56
72,57
73,67
74,62
75,55
76,49
77,49
78,55
79,38
80,1373
