0.0,32
0.01,374
0.02,740
0.03,1033
0.04,1143
0.05,1290
0.06,1558
0.07,1792
0.08,1749
0.09,1750
0.1,1852
0.11,1851
0.12,1965
0.13,1876
0.14,1863
0.15,1980
0.16,1896
0.17,1836
0.18,1812
0.19,1771
0.2,1771
0.21,1990
0.22,1914
0.23,1684
0.24,1600
0.25,1569
0.26,1377
0.27,1382
0.28,1935
0.29,2167
0.3,1846
0.31,1811
0.32,1408
0.33,1167
0.34,1043
0.35,1188
0.36,1099
0.37,1138
0.38,1210
0.39,1597
0.4,2227
0.41,1871
0.42,1757
0.43,1703
0.44,1930
0.45,1351
0.46,937
0.47,964
0.48,1119
0.49,1669
0.5,1651
0.51,1162
0.52,676
0.53,528
0.54,576
0.55,731
0.56,1365
0.57,2185
0.58,1861
0.59,1172
0.6,665
0.61,490
0.62,450
0.63,497
0.64,525
0.65,565
0.66,860
0.67,1222
0.68,2204
0.69,3210
0.7,6141
0.71,5844
0.72,3520
0.73,1510
0.74,807
0.75,353
0.76,264
0.77,154
0.78,135
0.79,151
0.8,267
0.81,469
0.82,565
0.83,371
0.84,176
0.85,181
0.86,142
0.87,245
0.88,461
0.89,1288
0.9,1895
0.91,903
0.92,273
0.93,146
0.94,200
0.95,965
0.96,373
0.97,517
0.98,364
0.99,499
1.0,41546
