008a18d4-3e3b-38ff-a0c8-36540ab66a03	fce3197d-7ffa-31bf-b16b-2d876a72c753	553949691	[EX_AUTH_FNAME_FST_LETTER#{(112)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(112)},EX_PERSON_ID_ORCID#{(0000-0002-7069-594X)},EX_DOC_AUTHS_SNAMES#{(553949691)},EX_TITLE#{(-2129370803)},EX_KEYWORDS#{(2059098444),(889847693)},EX_KEYWORDS_SPLIT#{(-927041378),(-1055034935),(-793235331),(-341064690),(-1799980989),(96727),(1510912594),(99639597)},EX_TITLE_SPLIT#{(876258254),(1694321777),(96727),(-1367603330),(-1995960111)},EX_AUTH_FNAMES_FST_LETTER#{(112)}]	cardoso
00de7e45-4d04-3e61-893f-e84e2be04ab7	e1a4b479-6e52-3224-9faa-55b8dc781b27	-934757402	[EX_AUTH_FNAME_FST_LETTER#{(116)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(116),(116),(104)},EX_PERSON_ID_ORCID#{(0000-0002-9169-1198)},EX_DOC_AUTHS_SNAMES#{(1987349750),(-934757402),(1247782602)},EX_TITLE#{(1813689213)},EX_TITLE_SPLIT#{(96278371),(103787271),(-491776273),(3365),(92883425),(-1415751511),(-1354723047),(3555),(3241160)},EX_AUTH_FNAMES_FST_LETTER#{(116)}]	rehren
010e703a-c166-3166-b246-7e0ec1992873	4c8680e1-9829-33f5-8eb1-27b052c8be84	-338453323	[EX_AUTH_FNAME_FST_LETTER#{(103)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(103)},EX_PERSON_ID_ORCID#{(0000-0002-2172-2198)},EX_DOC_AUTHS_SNAMES#{(-338453323)},EX_TITLE#{(-314349262)},EX_TITLE_SPLIT#{(-612455675),(-1280883282),(-895862849),(1488283657),(-1331541935),(1641011217),(96727),(100502705),(1276713603),(101577),(-1392653659),(-299936730),(1163751527)},EX_AUTH_FNAMES_FST_LETTER#{(103)}]	balzano
012e9306-dd2d-3397-a65b-65657032259a	ac1ab37d-63aa-3081-80ee-0624fc636978	1269546557	[EX_AUTH_FNAME_FST_LETTER#{(105)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(112),(105),(103),(101),(109),(105)},EX_PERSON_ID_ORCID#{(0000-0002-7117-5030)},EX_DOC_AUTHS_SNAMES#{(-1599112749),(96459883),(95342222),(2062714634),(-759779625),(1269546557)},EX_TITLE#{(567005871)},EX_TITLE_SPLIT#{(109776329),(96727),(-1291770361),(3543),(1952151455),(-1091882748),(1466199213),(97436022),(651215103),(3365),(879209736),(-1220904772),(357129973),(2068539648)},EX_AUTH_FNAMES_FST_LETTER#{(105)}]	hurtado
01a90393-d3a4-354b-b839-5795b9e1724f	04320dbe-ff18-3696-8fd7-70e3e5fa8377	-1838705489	[EX_AUTH_FNAME_FST_LETTER#{(102)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(102),(108),(101),(97),(104),(108)},EX_PERSON_ID_ORCID#{(0000-0001-8797-4008)},EX_DOC_AUTHS_SNAMES#{(-1838705489),(103668548),(-910731069),(-1081251741),(-1081248517),(1120313272)},EX_TITLE#{(-2058156947)},EX_TITLE_SPLIT#{(110339486),(-40519663),(-2063457043),(-2009928033),(3543),(114801),(1376825405),(-1617042330),(3511),(729361982)},EX_AUTH_FNAMES_FST_LETTER#{(102),(97)}]	monteiro santos
01cc1256-e10d-3027-bf31-02b8cfb7c7db	dc3b886c-796b-33fa-a502-5900d7f15377	95578712	[EX_AUTH_FNAME_FST_LETTER#{(109)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(110),(119),(109),(103),(114)},EX_PERSON_ID_ORCID#{(0000-0001-8565-8896)},EX_DOC_AUTHS_SNAMES#{(-1994856995),(-881110538),(95578712),(-907975430),(-364764876)},EX_TITLE#{(-2034532549)},EX_TITLE_SPLIT#{(1546067986),(-1911284538),(3543),(1332671649),(-216634360),(99639597),(3532157),(1358021937),(96727),(509454461)},EX_AUTH_FNAMES_FST_LETTER#{(109)}]	dicke
01efb020-6355-3b90-9aeb-48f3d898683a	1bd8c019-e1de-3798-bb43-9abd6295853c	109440513	[EX_AUTH_FNAME_FST_LETTER#{(97)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(99),(109),(97),(115),(101),(106),(118)},EX_PERSON_ID_ORCID#{(0000-0003-0384-4447)},EX_DOC_AUTHS_SNAMES#{(3662),(3317604),(109440513),(-1039754328),(92958282),(106439961),(-1380607705)},EX_TITLE#{(1534468549)},EX_TITLE_SPLIT#{(-81944045),(3543),(1140136813),(-241445177),(92909149),(114801),(-1726755242),(94832278),(3122),(-265013972),(3159),(3209343),(96727),(1373542948)},EX_AUTH_FNAMES_FST_LETTER#{(97)}]	silva
020da446-491b-36fc-b15f-e6eb93144826	dfe46342-937c-3fe3-9a73-2b8284ea4ed0	670297169	[EX_AUTH_FNAME_FST_LETTER#{(112)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(109),(112)},EX_PERSON_ID_ORCID#{(0000-0002-2065-7232)},EX_DOC_AUTHS_SNAMES#{(940246394),(670297169)},EX_TITLE#{(-1139661071)},EX_TITLE_SPLIT#{(-1321831926),(-309012605),(-838923862),(96727),(-1354723047),(-1106127505),(3365),(1542028614),(1846463498)},EX_AUTH_FNAMES_FST_LETTER#{(112)}]	bjerregaard
021462b3-8800-32a7-9c44-a0b2c413cf78	c6bce829-fae7-3433-8186-258db699acde	1552628255	[EX_AUTH_FNAME_FST_LETTER#{(108)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(104),(108),(106)},EX_PERSON_ID_ORCID#{(0000-0003-2410-7905)},EX_DOC_AUTHS_SNAMES#{(2114934882),(1552628255),(-1425894520)},EX_TITLE#{(-400810655)},EX_TITLE_SPLIT#{(-1717833333),(1556125213),(1094288952),(3365),(114801),(99639597),(-1249501961),(96727),(53),(994563741),(1936839942),(1064944362),(3365),(-1062713022),(98240510)},EX_AUTH_FNAMES_FST_LETTER#{(108),(109)}]	ellingsen
02239a14-b569-302d-a6a4-ed42bf72abd1	c0bc812c-8ff4-3f27-b71c-f9a8f5b1dbb6	-322418464	[EX_AUTH_FNAME_FST_LETTER#{(116)},EX_DOC_AUTHS_FNAME_FST_LETTER#{(116),(106),(101),(97),(99),(97)},EX_PERSON_ID_ORCID#{(0000-0002-8720-5492)},EX_DOC_AUTHS_SNAMES#{(-322418464),(-1068560886),(-995528805),(109556739),(-1081297285),(-1947573429)},EX_TITLE#{(519886285)},EX_TITLE_SPLIT#{(321701236),(-341328904),(-1814881492),(3543),(-900633031),(-1091426345)},EX_AUTH_FNAMES_FST_LETTER#{(116)}]	pradell
